,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,average,sum,percentage
150,GP,F,15,2,GT3,1,3,3,services,services,home,mother,1,2,0,1,1,1,no,no,yes,1,yes,1,3,2,2,3,1,24,9,8,9,8.666666666666666,26,43.333333333333336
151,GP,M,16,2,GT3,2,4,4,services,services,course,mother,1,3,0,1,2,1,yes,yes,yes,2,no,5,3,3,1,3,5,0,15,13,13,13.666666666666666,41,68.33333333333333
152,GP,M,16,2,LE3,2,2,2,services,services,reputation,father,2,1,0,1,2,1,yes,yes,yes,2,no,2,3,3,2,2,2,4,12,11,11,11.333333333333334,34,56.666666666666664
153,GP,F,15,2,GT3,2,4,4,teacher,services,course,mother,1,3,0,1,2,1,yes,yes,yes,2,no,4,2,2,1,1,5,2,13,13,13,13.0,39,65.0
154,GP,F,16,2,LE3,2,1,1,at_home,at_home,course,mother,1,1,0,1,1,1,no,yes,yes,2,no,3,4,4,3,3,1,4,10,11,11,10.666666666666666,32,53.333333333333336
155,GP,M,17,2,GT3,2,2,1,other,other,home,mother,1,1,0,1,2,1,no,yes,yes,2,no,5,4,5,1,2,5,22,9,7,6,7.333333333333333,22,36.666666666666664
156,GP,F,15,2,GT3,2,1,1,other,services,course,father,1,2,0,1,2,1,no,yes,yes,2,no,4,4,2,1,2,5,0,12,12,12,12.0,36,60.0
157,GP,F,15,2,LE3,1,2,1,at_home,other,home,mother,2,1,0,1,2,1,yes,yes,no,2,yes,4,4,2,1,1,5,0,11,10,10,10.333333333333334,31,51.66666666666667
158,GP,F,15,2,GT3,2,3,2,health,services,home,father,1,2,1,1,2,1,no,yes,yes,2,no,3,3,2,1,1,3,2,11,11,11,11.0,33,55.00000000000001
159,GP,F,15,2,GT3,2,1,2,at_home,other,course,mother,1,2,0,1,2,1,no,no,yes,2,no,4,3,2,1,1,5,6,13,12,13,12.666666666666666,38,63.33333333333333
160,GP,F,15,2,GT3,2,1,2,at_home,services,course,father,1,2,0,1,1,1,no,no,yes,1,yes,2,3,4,2,4,1,6,11,11,11,11.0,33,55.00000000000001
161,GP,M,16,2,GT3,2,4,4,teacher,teacher,course,mother,1,1,0,1,2,1,no,yes,no,2,yes,3,3,2,2,1,5,16,9,9,8,8.666666666666666,26,43.333333333333336
162,GP,M,15,2,LE3,1,2,1,services,other,course,mother,4,1,0,1,1,1,no,yes,yes,2,no,4,5,5,2,5,5,0,12,11,11,11.333333333333334,34,56.666666666666664
163,GP,M,18,2,LE3,2,1,1,other,other,course,mother,1,1,2,1,1,1,no,yes,no,2,yes,2,3,5,2,5,4,0,11,9,0,6.666666666666667,20,33.33333333333333
164,GP,M,16,2,LE3,2,2,1,at_home,other,course,mother,1,1,1,1,1,1,yes,yes,yes,1,yes,4,4,4,3,5,5,6,9,10,10,9.666666666666666,29,48.333333333333336
165,GP,F,15,1,GT3,2,3,3,services,services,reputation,other,2,3,0,1,2,2,yes,yes,yes,2,yes,4,2,1,2,3,3,2,13,13,13,13.0,39,65.0
166,GP,M,19,2,GT3,2,3,2,services,at_home,home,mother,1,1,0,1,2,1,no,yes,no,2,yes,4,5,4,1,1,4,6,11,9,11,10.333333333333334,31,51.66666666666667
167,GP,F,17,2,GT3,2,4,4,other,teacher,course,mother,1,1,0,2,2,1,no,yes,yes,1,yes,4,2,1,1,1,4,0,13,13,13,13.0,39,65.0
168,GP,M,15,1,GT3,2,2,3,at_home,services,course,mother,1,2,0,2,1,2,yes,yes,yes,1,no,4,4,4,1,1,1,0,7,8,8,7.666666666666667,23,38.333333333333336
169,GP,M,17,1,LE3,2,1,2,other,other,reputation,mother,1,1,3,1,1,1,no,yes,yes,1,no,2,2,2,3,3,5,14,9,8,10,9.0,27,45.0
170,GP,F,18,1,GT3,2,1,1,at_home,other,course,mother,3,1,3,1,2,1,yes,no,yes,1,no,5,2,5,1,5,4,6,11,10,11,10.666666666666666,32,53.333333333333336
171,GP,M,16,1,GT3,2,2,2,at_home,other,course,mother,3,1,0,1,1,1,no,no,yes,1,no,4,2,2,1,2,3,4,12,10,11,11.0,33,55.00000000000001
172,GP,M,16,2,GT3,2,3,3,other,services,course,father,1,2,1,1,2,1,no,yes,yes,2,yes,4,5,5,4,4,5,0,10,10,1,7.0,21,35.0
173,GP,M,16,2,LE3,2,1,2,health,services,course,mother,2,1,2,1,1,1,no,no,yes,2,no,4,4,5,3,5,5,0,9,8,10,9.0,27,45.0
174,GP,M,17,1,LE3,2,2,1,at_home,other,course,mother,2,1,1,1,1,2,yes,yes,no,2,yes,3,3,2,2,2,5,8,8,8,9,8.333333333333334,25,41.66666666666667
175,GP,M,17,1,GT3,2,3,2,other,other,course,mother,2,2,2,2,2,1,no,yes,yes,2,yes,4,4,4,1,4,3,4,7,6,8,7.0,21,35.0
176,GP,M,15,2,LE3,2,1,2,other,other,course,mother,2,1,0,1,1,1,yes,yes,yes,1,no,4,4,4,2,4,5,2,8,9,10,9.0,27,45.0
177,GP,M,16,2,GT3,2,1,3,at_home,services,course,father,1,1,1,1,1,1,no,yes,no,2,no,5,3,3,1,4,2,2,9,8,8,8.333333333333334,25,41.66666666666667
178,GP,M,17,1,LE3,2,1,1,other,services,course,mother,4,2,0,1,1,1,yes,yes,no,1,yes,5,3,5,1,5,5,0,8,8,8,8.0,24,40.0
179,GP,M,17,2,GT3,2,3,2,services,services,course,mother,2,1,3,1,2,1,yes,no,no,1,no,4,5,2,1,1,2,10,8,7,8,7.666666666666667,23,38.333333333333336
180,GP,M,16,2,GT3,2,2,2,other,other,course,father,1,2,0,1,1,1,no,yes,no,2,no,4,3,5,2,4,4,0,9,10,11,10.0,30,50.0
181,GP,F,16,2,GT3,2,4,2,health,services,home,father,1,2,0,1,1,1,no,yes,yes,2,yes,4,2,3,1,1,3,0,17,17,18,17.333333333333332,52,86.66666666666667
182,GP,F,16,2,GT3,2,2,2,other,other,home,mother,1,2,0,1,2,1,no,no,yes,2,no,5,1,5,1,1,4,0,12,12,13,12.333333333333334,37,61.66666666666667
183,GP,F,16,2,GT3,2,4,4,health,health,reputation,mother,1,2,0,1,2,1,no,yes,yes,2,yes,4,4,2,1,1,3,0,16,16,17,16.333333333333332,49,81.66666666666667
184,GP,M,16,2,GT3,2,3,4,other,other,course,father,3,1,1,1,2,1,yes,no,yes,2,no,3,4,5,2,4,2,4,9,9,10,9.333333333333334,28,46.666666666666664
185,GP,M,16,2,GT3,2,1,0,other,other,reputation,mother,2,2,0,1,2,1,yes,yes,yes,2,yes,4,3,2,1,1,3,0,16,17,18,17.0,51,85.0
186,GP,M,17,2,LE3,2,4,4,teacher,other,reputation,mother,1,2,0,1,2,1,yes,yes,yes,2,no,4,4,4,1,3,5,0,11,9,10,10.0,30,50.0
187,GP,F,16,2,GT3,2,1,3,at_home,services,home,mother,1,2,0,1,1,1,yes,no,yes,2,yes,4,3,5,1,1,3,0,14,13,13,13.333333333333334,40,66.66666666666666
188,GP,F,16,2,LE3,2,3,3,other,other,reputation,mother,2,2,0,1,2,1,yes,yes,yes,2,no,4,4,5,1,1,4,0,14,14,15,14.333333333333334,43,71.66666666666667
189,GP,M,17,2,LE3,2,4,3,teacher,other,course,mother,2,2,0,1,1,1,yes,yes,yes,2,no,4,4,4,4,4,4,0,10,11,11,10.666666666666666,32,53.333333333333336
190,GP,F,16,2,GT3,2,2,2,services,other,reputation,mother,2,2,0,1,1,1,yes,no,yes,2,no,3,4,4,1,4,5,0,13,12,14,13.0,39,65.0
191,GP,M,17,2,GT3,2,3,3,other,other,reputation,father,1,2,0,1,1,1,yes,no,yes,2,no,4,3,4,1,4,4,4,11,9,10,10.0,30,50.0
192,GP,M,16,1,GT3,2,4,2,teacher,services,other,mother,1,1,0,1,2,1,yes,yes,yes,2,yes,4,3,3,3,4,3,8,10,9,11,10.0,30,50.0
193,GP,M,17,2,GT3,2,4,3,other,other,course,mother,1,2,0,1,2,2,yes,yes,yes,2,yes,5,2,3,1,1,2,4,11,11,13,11.666666666666666,35,58.333333333333336
194,GP,M,16,2,GT3,2,4,3,teacher,other,home,mother,1,2,0,1,2,2,yes,yes,yes,2,no,3,4,3,2,3,3,4,11,10,11,10.666666666666666,32,53.333333333333336
195,GP,M,16,2,GT3,2,3,3,services,other,home,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,4,2,3,1,2,3,0,11,12,13,12.0,36,60.0
196,GP,F,17,2,GT3,2,2,4,services,services,reputation,father,1,2,0,1,2,1,yes,yes,yes,1,no,5,4,2,2,3,5,0,17,18,17,17.333333333333332,52,86.66666666666667
197,GP,F,17,2,LE3,2,3,3,other,other,reputation,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,5,3,3,2,3,1,32,14,13,14,13.666666666666666,41,68.33333333333333
198,GP,F,16,2,GT3,2,3,2,other,other,reputation,mother,1,2,0,1,2,1,no,yes,yes,2,no,1,2,2,1,2,1,8,14,15,16,15.0,45,75.0
199,GP,M,17,2,GT3,2,3,3,services,services,other,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,4,3,4,2,3,4,6,11,13,14,12.666666666666666,38,63.33333333333333
200,GP,M,16,2,GT3,2,1,2,services,services,other,mother,1,1,0,1,2,1,yes,yes,yes,2,yes,3,3,3,1,2,3,0,10,9,11,10.0,30,50.0
201,GP,M,16,2,LE3,2,2,1,other,other,course,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,4,2,3,1,2,5,0,13,14,16,14.333333333333334,43,71.66666666666667
202,GP,F,17,2,GT3,1,3,3,health,other,reputation,mother,1,2,0,1,2,1,no,no,yes,2,yes,3,3,3,1,3,3,10,12,13,14,13.0,39,65.0
203,GP,M,17,1,GT3,2,1,2,at_home,other,home,mother,1,2,0,1,1,1,no,yes,yes,1,no,3,1,3,1,5,3,6,9,9,10,9.333333333333334,28,46.666666666666664
204,GP,F,16,2,GT3,2,2,3,services,services,course,mother,1,2,0,1,1,1,no,yes,yes,2,no,4,3,3,1,1,2,6,12,12,13,12.333333333333334,37,61.66666666666667
205,GP,F,17,2,GT3,2,1,1,at_home,services,course,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,3,3,1,1,3,0,12,11,12,11.666666666666666,35,58.333333333333336
206,GP,M,17,2,GT3,2,1,2,at_home,services,other,other,2,2,0,1,1,1,yes,no,yes,2,no,4,4,4,4,5,5,16,10,11,12,11.0,33,55.00000000000001
207,GP,M,16,1,GT3,2,3,3,services,services,reputation,mother,1,1,0,1,2,1,yes,yes,yes,2,no,4,3,2,3,4,5,0,11,10,10,10.333333333333334,31,51.66666666666667
208,GP,M,16,2,GT3,2,2,3,other,other,home,father,2,1,0,1,1,1,no,yes,yes,2,no,5,3,3,1,1,3,0,13,12,12,12.333333333333334,37,61.66666666666667
209,GP,F,17,2,LE3,2,2,4,services,services,course,father,1,2,0,1,1,1,yes,yes,yes,2,yes,4,3,2,1,1,5,8,14,15,16,15.0,45,75.0
210,GP,M,17,2,GT3,2,4,4,services,teacher,home,mother,1,1,0,1,1,1,no,yes,yes,2,no,5,2,3,1,2,5,4,13,13,14,13.333333333333334,40,66.66666666666666
211,GP,M,16,1,LE3,2,3,3,teacher,other,home,father,3,1,0,1,2,1,yes,yes,yes,2,no,3,3,4,3,5,3,16,10,11,12,11.0,33,55.00000000000001
212,GP,F,17,2,GT3,2,4,4,services,teacher,home,mother,2,1,1,1,2,1,no,yes,yes,2,no,4,2,4,2,3,2,30,14,15,16,15.0,45,75.0
213,GP,F,16,2,LE3,2,4,4,teacher,teacher,reputation,mother,1,2,0,1,2,1,no,yes,yes,2,no,4,5,2,1,2,3,0,11,10,11,10.666666666666666,32,53.333333333333336
214,GP,F,16,2,GT3,2,4,3,health,other,home,mother,1,2,0,1,2,1,yes,yes,yes,2,no,4,3,5,1,5,2,2,14,14,15,14.333333333333334,43,71.66666666666667
215,GP,F,16,2,GT3,2,2,3,other,other,reputation,mother,1,2,0,2,2,1,yes,yes,yes,1,no,4,4,3,1,3,4,4,11,12,12,11.666666666666666,35,58.333333333333336
216,GP,F,17,2,GT3,2,1,1,other,other,course,mother,1,2,0,1,2,1,no,no,yes,1,no,4,4,4,1,3,1,0,14,15,15,14.666666666666666,44,73.33333333333333
217,GP,F,17,1,GT3,2,2,2,other,other,reputation,mother,1,1,0,1,2,1,no,yes,yes,2,no,5,3,2,1,2,3,21,13,13,13,13.0,39,65.0
218,GP,F,16,1,GT3,2,2,2,services,services,reputation,mother,2,4,0,1,2,1,yes,no,yes,2,no,5,3,5,1,1,5,6,13,13,13,13.0,39,65.0
219,GP,F,17,2,GT3,2,3,4,at_home,services,home,mother,1,3,1,1,2,2,no,yes,yes,2,yes,4,4,3,3,4,5,14,8,9,8,8.333333333333334,25,41.66666666666667
220,GP,F,16,2,GT3,1,3,1,services,other,course,mother,1,2,0,1,2,1,no,yes,yes,2,no,2,3,3,2,2,4,2,11,11,12,11.333333333333334,34,56.666666666666664
221,GP,F,16,2,GT3,2,4,3,teacher,other,other,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,1,3,2,1,1,1,4,14,15,15,14.666666666666666,44,73.33333333333333
222,GP,F,16,2,GT3,2,1,1,at_home,other,home,mother,2,1,0,1,2,1,no,yes,yes,1,no,4,3,2,1,4,5,2,12,13,13,12.666666666666666,38,63.33333333333333
223,GP,F,17,1,GT3,2,4,3,teacher,other,reputation,mother,2,3,0,1,2,1,yes,yes,yes,2,yes,4,4,2,1,1,4,0,11,12,12,11.666666666666666,35,58.333333333333336
224,GP,F,19,2,GT3,2,3,3,other,other,reputation,other,1,4,0,1,2,1,yes,yes,yes,2,no,4,3,3,1,2,3,4,12,12,12,12.0,36,60.0
225,GP,M,17,2,LE3,2,4,4,services,other,home,mother,1,2,0,1,2,1,no,yes,yes,2,yes,5,3,5,4,5,3,15,13,12,12,12.333333333333334,37,61.66666666666667
226,GP,F,16,2,GT3,1,2,2,other,other,reputation,mother,1,2,0,2,2,1,no,yes,yes,2,no,3,3,4,1,1,4,0,13,13,13,13.0,39,65.0
227,GP,M,18,2,GT3,2,2,2,services,other,home,mother,1,2,0,1,2,1,yes,yes,yes,2,no,4,4,4,2,4,5,10,12,11,11,11.333333333333334,34,56.666666666666664
228,GP,F,17,1,LE3,2,4,4,services,other,other,mother,1,1,0,1,2,1,no,yes,yes,1,no,5,2,1,1,2,3,6,12,11,11,11.333333333333334,34,56.666666666666664
229,GP,F,17,2,LE3,2,3,2,other,other,reputation,mother,2,2,0,1,1,1,no,yes,yes,2,no,4,4,4,1,3,1,2,14,16,15,15.0,45,75.0
230,GP,F,17,2,GT3,2,4,3,other,other,reputation,mother,1,2,0,1,1,1,no,yes,yes,2,yes,3,4,5,2,4,1,16,11,9,10,10.0,30,50.0
231,GP,M,18,2,LE3,2,3,3,services,health,home,father,1,2,0,1,2,1,no,yes,yes,2,no,3,2,4,2,4,4,10,10,10,10,10.0,30,50.0
232,GP,F,17,2,GT3,2,2,3,at_home,other,home,father,2,1,0,1,2,1,no,yes,yes,1,no,3,3,3,1,4,3,4,12,13,13,12.666666666666666,38,63.33333333333333
233,GP,F,17,2,GT3,2,2,2,at_home,at_home,course,mother,1,3,0,1,2,1,yes,yes,yes,2,no,4,3,3,1,1,4,0,12,12,13,12.333333333333334,37,61.66666666666667
234,GP,F,17,1,GT3,2,2,1,at_home,services,reputation,mother,2,2,0,1,2,1,yes,yes,yes,2,no,4,2,5,1,2,5,0,11,10,11,10.666666666666666,32,53.333333333333336
235,GP,F,17,2,GT3,2,1,1,at_home,other,reputation,mother,1,3,0,1,2,1,yes,yes,yes,1,yes,4,3,4,1,1,5,12,12,12,12,12.0,36,60.0
236,GP,F,16,2,GT3,2,2,3,services,teacher,other,mother,1,2,0,2,1,1,no,yes,yes,2,no,2,3,1,1,1,3,0,13,13,14,13.333333333333334,40,66.66666666666666
237,GP,M,18,2,GT3,2,2,2,other,other,home,mother,2,2,3,1,2,2,no,yes,yes,2,no,3,3,3,5,5,4,9,10,9,10,9.666666666666666,29,48.333333333333336
238,GP,F,16,2,GT3,2,4,4,teacher,services,home,mother,1,3,0,1,2,1,yes,no,yes,2,no,5,3,2,1,1,5,4,15,16,16,15.666666666666666,47,78.33333333333333
239,GP,F,18,1,GT3,2,3,1,other,other,reputation,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,5,3,3,1,1,4,4,8,8,8,8.0,24,40.0
240,GP,F,17,2,GT3,2,3,2,other,other,course,mother,1,2,0,1,1,1,yes,no,yes,2,no,5,3,4,1,3,3,2,17,18,17,17.333333333333332,52,86.66666666666667
241,GP,M,17,2,LE3,2,2,3,services,services,reputation,father,1,2,0,1,2,1,no,no,yes,2,no,5,3,3,1,3,3,0,10,11,11,10.666666666666666,32,53.333333333333336
242,GP,M,18,2,LE3,2,2,1,at_home,other,course,mother,4,2,0,2,2,1,yes,yes,yes,2,yes,4,3,2,4,5,3,2,9,10,11,10.0,30,50.0
243,GP,F,17,2,GT3,1,2,1,other,other,course,mother,2,3,0,1,1,1,yes,yes,yes,2,yes,3,2,3,1,2,3,0,15,15,16,15.333333333333334,46,76.66666666666667
244,GP,F,17,2,LE3,2,4,3,health,other,reputation,father,1,2,0,1,1,1,yes,yes,yes,2,yes,3,2,3,1,2,3,0,14,12,12,12.666666666666666,38,63.33333333333333
245,GP,M,17,1,GT3,2,2,2,other,other,course,father,2,2,0,1,2,1,yes,yes,yes,2,no,4,5,2,1,1,1,0,12,13,13,12.666666666666666,38,63.33333333333333
246,GP,M,17,2,GT3,2,4,4,teacher,teacher,reputation,mother,1,2,0,2,2,1,yes,yes,yes,2,yes,4,5,5,1,3,2,0,13,13,13,13.0,39,65.0
247,GP,M,16,2,GT3,2,4,4,health,other,reputation,father,1,2,0,1,2,1,yes,yes,yes,2,no,4,2,4,2,4,1,0,13,13,14,13.333333333333334,40,66.66666666666666
248,GP,M,16,2,LE3,2,1,1,other,other,home,mother,2,2,0,1,2,1,no,yes,yes,2,no,3,4,2,1,1,5,2,9,9,9,9.0,27,45.0
249,GP,M,16,2,GT3,2,3,2,at_home,other,reputation,mother,2,3,0,1,1,1,yes,yes,yes,2,yes,5,3,3,1,3,2,0,12,12,12,12.0,36,60.0
250,GP,M,17,2,LE3,2,2,2,other,other,home,father,1,2,0,1,1,1,yes,no,yes,2,yes,4,4,2,5,5,4,0,16,16,16,16.0,48,80.0
251,GP,F,16,2,GT3,2,2,1,other,other,home,mother,1,1,0,1,1,1,no,yes,yes,2,yes,4,5,2,1,1,5,4,9,10,10,9.666666666666666,29,48.333333333333336
252,GP,F,16,2,GT3,1,4,1,other,other,home,mother,1,2,0,1,1,1,yes,yes,yes,2,yes,5,3,3,1,2,5,0,14,13,13,13.333333333333334,40,66.66666666666666
253,GP,F,18,2,LE3,1,2,4,services,other,course,mother,2,2,1,1,2,1,no,yes,yes,2,no,4,3,3,1,1,3,18,10,10,10,10.0,30,50.0
254,GP,F,18,2,LE3,2,2,2,at_home,services,course,mother,1,2,1,1,2,1,no,no,yes,2,yes,5,3,1,1,1,5,16,9,8,10,9.0,27,45.0
255,GP,F,18,2,GT3,2,3,3,other,other,course,mother,2,1,1,1,1,1,no,yes,no,2,no,4,1,1,1,1,3,14,8,7,7,7.333333333333333,22,36.666666666666664
256,GP,M,18,2,GT3,2,2,2,other,at_home,course,other,1,1,1,1,2,1,yes,no,no,2,yes,4,4,3,2,2,1,26,7,8,8,7.666666666666667,23,38.333333333333336
257,GP,M,17,2,GT3,2,4,4,teacher,teacher,course,mother,1,1,0,1,2,1,yes,no,yes,2,no,4,2,1,1,2,5,6,10,8,9,9.0,27,45.0
258,GP,F,17,2,GT3,2,3,2,other,other,course,father,1,2,0,1,1,1,yes,yes,yes,1,no,5,4,2,1,1,3,4,14,14,15,14.333333333333334,43,71.66666666666667
259,GP,F,17,2,LE3,2,1,1,at_home,at_home,course,mother,1,3,0,1,2,1,yes,yes,yes,2,yes,4,3,2,1,2,4,10,11,10,10,10.333333333333334,31,51.66666666666667
260,GP,F,16,2,GT3,2,1,2,other,other,course,mother,1,1,0,1,1,1,no,yes,no,2,no,5,3,5,1,2,5,4,12,11,11,11.333333333333334,34,56.666666666666664
261,GP,F,17,1,GT3,2,2,1,at_home,services,course,mother,3,2,0,1,1,1,yes,yes,yes,1,no,2,1,1,1,1,3,2,13,13,13,13.0,39,65.0
262,GP,F,17,1,LE3,1,1,4,other,other,course,other,4,1,1,1,2,1,no,yes,yes,2,no,5,5,4,1,1,5,14,9,9,8,8.666666666666666,26,43.333333333333336
263,GP,M,18,2,GT3,2,2,2,other,services,reputation,father,1,2,0,1,1,1,no,yes,no,2,no,5,5,4,3,5,2,16,8,7,8,7.666666666666667,23,38.333333333333336
264,GP,F,17,2,LE3,1,2,2,other,other,home,mother,1,1,1,1,2,1,no,no,no,2,no,3,1,2,1,1,1,8,11,9,10,10.0,30,50.0
265,GP,F,17,1,LE3,2,1,1,at_home,other,course,mother,2,3,0,1,1,1,yes,yes,yes,2,no,4,3,3,1,3,5,4,15,14,15,14.666666666666666,44,73.33333333333333
266,GP,F,17,2,LE3,1,4,2,teacher,other,course,mother,1,2,0,1,2,1,yes,yes,yes,1,no,4,3,2,1,1,4,4,15,14,14,14.333333333333334,43,71.66666666666667
267,GP,M,17,2,LE3,2,4,3,health,other,course,mother,2,2,0,1,1,1,yes,yes,yes,2,yes,2,5,5,1,4,5,8,15,15,15,15.0,45,75.0
268,GP,M,17,1,LE3,1,4,4,teacher,other,course,mother,2,2,0,1,2,1,no,yes,yes,2,no,3,3,3,2,3,4,0,12,12,12,12.0,36,60.0
269,GP,M,16,2,LE3,2,4,3,teacher,other,course,mother,1,1,0,1,1,1,yes,no,yes,2,no,5,4,5,1,1,3,7,14,14,15,14.333333333333334,43,71.66666666666667
270,GP,M,16,2,GT3,2,4,4,services,services,course,mother,1,1,0,1,1,2,yes,yes,yes,2,no,5,3,2,1,2,5,4,14,15,15,14.666666666666666,44,73.33333333333333
271,GP,F,17,2,GT3,2,4,4,teacher,services,course,mother,1,2,0,1,2,2,no,yes,yes,2,yes,5,3,1,1,4,5,2,11,11,12,11.333333333333334,34,56.666666666666664
272,GP,M,17,1,GT3,2,1,1,other,other,home,father,2,3,0,1,1,1,no,no,yes,2,yes,4,3,3,1,1,1,2,13,14,15,14.0,42,70.0
273,GP,F,17,2,GT3,2,3,3,services,other,home,mother,2,3,0,1,2,1,no,yes,yes,2,yes,4,2,2,2,3,5,10,11,11,11,11.0,33,55.00000000000001
274,GP,F,17,2,GT3,2,1,1,at_home,other,course,mother,1,2,0,2,1,1,no,no,yes,1,yes,4,3,2,1,1,4,10,10,9,10,9.666666666666666,29,48.333333333333336
275,GP,F,18,2,GT3,2,2,1,other,other,course,other,2,3,0,1,2,1,no,no,yes,2,yes,4,4,4,1,1,3,10,12,10,11,11.0,33,55.00000000000001
276,GP,M,16,2,GT3,2,2,1,other,other,course,mother,3,1,0,1,1,1,no,yes,yes,2,no,4,3,3,1,1,4,7,15,16,16,15.666666666666666,47,78.33333333333333
277,GP,F,17,2,GT3,2,1,1,other,services,course,father,1,2,0,1,2,1,no,yes,yes,1,no,4,3,4,1,2,5,4,11,10,11,10.666666666666666,32,53.333333333333336
278,GP,M,17,2,GT3,2,2,3,other,other,course,father,2,1,0,1,1,1,no,yes,yes,2,no,5,2,2,1,1,2,2,9,12,13,11.333333333333334,34,56.666666666666664
279,GP,M,22,2,GT3,2,3,1,services,services,other,mother,1,1,3,1,1,1,no,no,no,2,yes,5,4,5,5,5,1,12,7,8,5,6.666666666666667,20,33.33333333333333
280,GP,M,18,1,LE3,2,3,3,other,services,course,mother,1,2,0,1,2,1,no,yes,yes,2,yes,4,3,3,1,3,5,8,10,9,10,9.666666666666666,29,48.333333333333336
281,GP,M,16,2,GT3,2,0,2,other,other,other,mother,1,1,0,1,1,1,no,no,yes,2,no,4,3,2,2,4,5,0,11,12,11,11.333333333333334,34,56.666666666666664
282,GP,M,18,2,GT3,2,3,2,services,other,course,mother,2,1,0,1,1,1,no,yes,no,2,no,4,4,5,2,4,5,8,7,8,7,7.333333333333333,22,36.666666666666664
283,GP,M,16,2,GT3,2,3,3,at_home,other,reputation,other,3,2,1,2,2,1,no,no,yes,2,no,5,3,3,1,3,2,4,9,11,10,10.0,30,50.0
284,GP,M,18,2,GT3,2,2,1,services,services,other,mother,1,1,2,1,1,1,no,no,no,2,no,3,2,5,2,5,5,4,7,8,6,7.0,21,35.0
285,GP,M,16,1,GT3,2,2,1,other,other,course,mother,2,1,0,1,1,1,yes,no,yes,1,no,3,3,2,1,3,3,2,14,13,12,13.0,39,65.0
286,GP,M,17,1,GT3,2,2,1,other,other,course,mother,1,1,0,1,1,1,no,no,yes,2,no,4,4,2,2,4,5,0,12,12,13,12.333333333333334,37,61.66666666666667
287,GP,M,17,2,LE3,2,1,1,health,other,course,mother,2,1,1,1,2,1,yes,yes,yes,2,no,4,4,4,1,2,5,0,9,10,10,9.666666666666666,29,48.333333333333336
288,GP,F,18,2,LE3,1,2,1,other,other,course,mother,1,2,0,1,2,1,no,no,yes,2,yes,4,3,4,1,3,5,2,12,12,13,12.333333333333334,37,61.66666666666667
289,GP,F,17,2,LE3,2,4,2,teacher,services,reputation,mother,1,4,0,1,2,1,yes,yes,yes,2,no,4,2,3,1,1,4,2,14,15,17,15.333333333333334,46,76.66666666666667
290,GP,F,19,2,GT3,2,2,2,services,services,home,mother,1,2,0,1,2,1,no,yes,yes,2,no,4,3,3,1,1,5,0,10,10,11,10.333333333333334,31,51.66666666666667
291,GP,M,18,2,LE3,2,2,1,services,other,course,mother,3,2,1,1,1,1,yes,no,no,2,no,4,4,5,4,4,5,4,11,10,11,10.666666666666666,32,53.333333333333336
292,GP,F,17,1,GT3,2,4,2,other,other,course,mother,1,3,0,1,2,1,yes,yes,yes,2,no,4,3,4,1,3,5,2,11,12,14,12.333333333333334,37,61.66666666666667
293,GP,F,18,2,LE3,2,1,1,other,at_home,home,mother,1,3,0,1,2,1,no,no,yes,1,no,4,4,3,2,3,3,4,11,12,14,12.333333333333334,37,61.66666666666667
294,GP,F,18,1,GT3,2,2,2,other,other,home,mother,1,2,0,2,1,1,no,yes,yes,1,no,3,2,3,1,1,5,4,11,11,13,11.666666666666666,35,58.333333333333336
295,GP,M,19,2,LE3,1,4,3,services,at_home,reputation,mother,1,2,0,1,2,1,no,yes,yes,2,no,4,3,1,1,1,1,4,11,13,14,12.666666666666666,38,63.33333333333333
296,GP,M,18,2,GT3,2,2,1,other,other,home,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,2,4,1,2,4,2,16,16,16,16.0,48,80.0
297,GP,M,17,1,GT3,2,2,2,other,services,other,mother,2,1,0,1,1,1,no,no,no,1,no,5,2,2,1,1,4,0,9,10,10,9.666666666666666,29,48.333333333333336
298,GP,F,17,2,LE3,2,2,2,services,services,course,father,1,4,0,1,1,1,yes,yes,yes,2,yes,3,4,1,1,1,2,2,10,11,12,11.0,33,55.00000000000001
299,GP,F,20,1,GT3,2,2,1,other,other,course,other,2,2,0,1,2,2,yes,yes,no,2,yes,1,2,3,1,2,2,8,10,12,12,11.333333333333334,34,56.666666666666664
300,GP,F,18,2,GT3,2,4,3,services,other,home,father,1,2,0,1,2,1,no,yes,yes,2,yes,3,1,2,1,3,2,2,15,15,15,15.0,45,75.0
301,GP,M,18,2,GT3,2,4,3,teacher,other,course,mother,1,2,0,1,2,1,no,no,yes,2,no,4,3,2,1,1,3,2,10,10,11,10.333333333333334,31,51.66666666666667
