full_text,label
"@DubeyAbhay_ India ko online kaam, aur vikas nahi balki medical, education aur rape ke liye death sentence lana chiye.",Normal Speech
Is gandhi pariwar ne to bharat maa ko apni bibi maan liya jo chaho kro but kutto bibi ke sath rape nhi krte ye to jante ho,Hate Speech
Ek hindu larki ki hi rape hoti hain akhir...,Normal Speech
@RajalGadhavi @TRobinsonNewEra Uska land juhsleh sala suwar ka awlaad.. yeh harami logoh neh tera maa behen ko chodaa taa.. tum sab ko yeh goreh log rape kiya taa.. salaaa,Normal Speech
"@AamAadmiParty tu hi bata de Bhai Tere MLA ne kitne rape kiye,kitni naqli degree bechi, kitno ne jnu Jakar anti national slogans lagwaye....",Hate Speech
@tonu1709 @saumya_sweety @Sachinverma6222 @PoojaYa16840595 @suneelmsd @sunilyadavstud1 @jitendrabjp_h Hamare Hindustan me aaj kal ye desh bhakti nahi ho raha hai raquat(khun)bhakti bahut ho rahai hai or rape bhakti bahut ho raha hai,Normal Speech
"@chaviraghav57 @thewire_in Mp. Mai kisaan mar diye, vayam ghotala hua aajtak shivraj chauhan ko bacaha rakha hai. Hariyana mai jaat andolan mai ladkiyo ke rape huye",Hate Speech
"@YayaverNation @pankhuripathak @yadavakhilesh @WeUttarPradesh @aashishsy @MediaCellSP @NareshUttamSP @dimpleyadav @yadavteju @gunjakapoor @MP_Dharmendra Bicharo ki larai badh Mai ji...lekin masoom baccho ka death ho Jana Noida,gorakhpur Mai.rape,murder,lootera raaj ye kaun sa bichar hai?",Normal Speech
@itsyoukhan @defencepk Ab khichadi tu kar rha hai. Baat rape ki chal rhi hai.,Normal Speech
@ImranKhanPTI Zardari ki misal uss tawaif ki si hai Jo tawaif bun kr haram kmaye aur tawaif kehne wale par rape ka case dhonk de,Hate Speech
@DHl2601 @abhijitkumarA @AlokTiwari9335 To kya Hindu ko ye hi sikhate hai ki maa ki ijjat Karo or dusri girls ke Saath rape Karo,Hate Speech
"@RadheyLalYadav6 @SeetaramSharm12 @ironymannn @PoojaYa16840595 @pvtheking @yadavakhilesh #GadhaAkallesh ne Kairana/Sahibabad/Buxar se Hindu ko bhagaya ar Hindu ke ghar tode ,jalaya,Hindu girl ka rape hone diya",Hate Speech
@AkshatV84884850 @abhisar_sharma Abhishar singh ne jabse is akshat ki maa/behan ka rape kiya hai tabse akshat sabko mc bc bolta rahta hai. Muted😂😂😂😂😂,Normal Speech
@DHl2601 @abhijitkumarA @AlokTiwari9335 Haa ji to Mera ye hi to kehna hai fir BHI kyu India me hi rape hote hai koi Islamic state me kyu nai hote,Normal Speech
@alamgirizvi @Ajitkumar_Kanan Bhai Alam yeh bahut chota problem Hai aapko mudhe uthane chahiye jaha rape murder ho rahe Twitter se bahar niklo,Normal Speech
@aajtak Jb un Ghatiya logo ne Navratri k dauran  Saikado Kanyao k rape kiya to aap andaj laga sakti haiki aanewala WaqtBetiyo k liye kitna Bhayanak,Normal Speech
Sucha singh langah ek hor neta rape ke case main police custody mai  kaya baat hai shame,Normal Speech
"Vakil ko fansi ki saja me kroorta dikhti hai, 2 saal ki bachi k rape hota hai usme kya dikhta hai, uske sath ky kare https://t.co/pasUUeQOhm",Hate Speech
@Nky80551 @Anju22130 qoran  me gardan katane ko kah gaya wah rape aur kisi ka katal kanre par  na ki janwar katne per,Normal Speech
"@Akashch12117836 @StuteeMishra @DrKumarVishwas @myogiadityanath rape Jo 20guna bad gye hain UP mein,, murders bad gye hain usko bhi roko",Normal Speech
@yadavakhilesh Yogi ko istefa dedena chahiye kyun ki flop sarkar  ho chuki hai aaye din up me rape or murder ho raha hai,Hate Speech
"@AmitShah Kyuki rape pidit ki hi nahi uske aur uski family, reletive aur ane wale kal ki bhi jindgi barbad ho jati hai",Normal Speech
Tere behan aur beti ka rape karega dahi bhale wale ki aulad https://t.co/cNFmNJTVC1,Normal Speech
"@deekshaIB yeh chipkali Shivaay pe kuch bhi ilzaam dal shakti hai... rape ka bhi,shivaay has no proof,ulta media pe biwi declare kar chuka hai.",Normal Speech
@Vikashk33967678 @SirJadeja Tu apni Maa aur Behan Ki gand sambhal... Suna hai Rape boht sasta hai India me...Kahin koi teri Maa aur Behen ke gand ka rape na kare koi,Normal Speech
"@ShriManoj9 @amarnath303 @jyotigambhir1 @being_bigg @sharma6111956 @RishiPrasadOrg Aapke guru ji ke paas itni dhsn daulat hsi,fir bhius parivar ko mana nahi sake jinhone in par rape ka case lagaya, agar doosra kharid sakta",Normal Speech
@LambaAlka Rape ke liye death of sentence rape ke 1 week ke andar deni chaiye.,Normal Speech
@diefgtpewpew Filhal toh behanchod zindagi rape kr rae hai.,Normal Speech
@parulsabherwal @awasthis @marinakuwar @News18India Ab marina se ye phoocho ki baba ne marina ke saath kitne baar rape kiya 25 aug se kahan thi ye kiraye ki marina or kitne paise mile h ise,Hate Speech
@pratiktech85 @defencepk agar yaha rapes hote bhi hain tou ratio india wala nahi hai . zara apna ratio dekho ja k tumhari har gali main rape ho raha hai,Hate Speech
@Pawaneyefordelh @rg1Bharteey @yadavakhilesh But chamcho ko gandagi hi pasand hai..ghotala aur rape kerne wale,Hate Speech
"@AcharyaPramodk Desh me rape ka kanoon har ek sant ko jail bhejne k liye bna hai jaise,kyun asl balatkari to jagh jagh ghoom rhe hai",Normal Speech
@KailashRay11 @yadavtejashwi Anant singh arun singh omparkash janadan sriagrawal ye hatya rape gunda gardi kre to bht accha,Hate Speech
Yaar in patawario ko kaho ke yeh jalsay chorain aur NAB ki tayri karain...case lara nahi jai ga aur rape victims ki tarha kahain gy ziadti,Normal Speech
@MimiSayani01 @finnbalor07 @Nafis568471 Rapest lol Cop/ Villain Ka Roll tha salman ki film me kiss hote hue nahi dikha sakte rape to dur ki baat hai,Normal Speech
"@TimesNow Ye rape nahi Vikash paida karne ki koshish hai,Chalo chalen Modi k saath jab kender aur rajaye dono mein ho BJP ki Sarkar tab ho pura Vikash",Hate Speech
@akjagdishpur @ChandrakalaTiw3 @NeerajPaandey @sardanarohit @ZeeNews @siddhinath @shaileshraanjan @Avaneeshm @IshlinKaur @SachinArorra @Praveen_shri_ @Mimansa_Zee @AteetMisra Aj kal yogi aor sadhu rape kr rahe hai na osi se dahshat hogi,Hate Speech
@Sanchitastic @VivekmMisra Gaurilankesh ke gharwale aur Leftist goons ne Kerala me darzano Hinduon ko mara Unki betion ka rape kiys wo Kya Diwali manayenge Niet sahikr,Hate Speech
#TRPHungryMedia sirf Hindu Santo par hi nishana kyo? Medical report me rape nahi .fhir bhi rpiest kiske kahne se kaha ?,Normal Speech
@pratiktech85 @defencepk this is wrong info Pakistan main rapes na hone k barabar hai mainay apni poori life main ajj takk ek bhi rape case nahi dekha yaha,Normal Speech
sir gud evening.aaj fir ek bache ke sath rape hua hai school main delhi.plz koi aisa law ho ke Rape victim ko No umerkaid sidha fansi...,Normal Speech
@BhavanUtreja @krishnakanter @PreciousBaatein @keshri999 @SumitArya_ @_Shivoham @_R_aHu_L_ @Barnel_banna @sweta_singh_ @Rajusardar89452 @SirRajinikant @D_PandeyG Aaz k time m 80brsh m rape kar sakta hai bahut se tablets hai,Normal Speech
@BJP4India @narendramodi @PMOIndia @PiyushGoyal @PiyushGoyalOffc Gaurakshakon dwara apni manmaani ke case ka aankda batao..rape case ka aankda batao.. tbhi hogi na mnn ki baat.,Normal Speech
@ndtv Abe had he hogayi koi bi God kaise ban jata hai common sense nahi in lokon ke pas isiliye godman kehkar ladkiyon ka rape karte phir bi sudar,Hate Speech
@harmalkat @cherryl_dean @BBugti Madarchod k bachy rape ki ulad ye dikh😂😂😂 https://t.co/a3qLMBXj5M,Normal Speech
@TyagiRoy @marinakuwar @aajtak @IBN7Media @ndtv @ZeeNews @indiatvnews Jin ladkiyon ka rape hua wo ab tak samne kyu nhi aayi,Normal Speech
@aajtak Ye sali honeypreet drama kar rahi hai. Ye vi kitne ladkon ko rape kiya hoga,Hate Speech
@Uppolice @rahulmi98844646 @myogiadityanath @unnaopolice @dgpup @Igrangelucknow @adgzonelucknow Ye jhut bhi bol sakta hai BJP &amp; RSS ka banda danga karwane ke liye so sahi se jach karo. Ye rape ki dhamki dene wala BJP ka hi banda tha https://t.co/Gzul6cBCPs,Normal Speech
@VC_NALSAR Sarkar hi esi baat par bani Hai. hamare city Mai to cow se rape ka case Kar Diya pitne ke bad.medical semen sab check hua.jan lene wale the,Normal Speech
@aajtak Betion ko rape karne wale kitne Nirdosh? Baap jailon meh band hain,Normal Speech
@INCIndia Kuch to mudda Mila bat karne ka..warna tumhare govt m to ghotale aur rape chorkar aur kisi mudde pe bat hi nahi hoti thi..,Normal Speech
@Kartik712d @INCIndia Tumhari amma ka rape mera baap kar chuka ab papu karega tu video banake paise kama lena..,Hate Speech
"@awaisrawan @Afaq__Ahmad @westlockAB12 Aacha qaid hai tumhara jo mulk loot ta hai, qatal karta ha, rape karta hai, Ghaddar bhi hai, koi to aachi quality batao iss kuttay ke.",Hate Speech
@raghav741 @sidd_heart @sdsharmapune Dara Sacha sauda #rapist gurmeet ka rape center Tha janha #HoneyPreet ladkiyo ko trap Kar gufa me bhejti thi,Normal Speech
"ye isliye kyoki mai ye dekh raha hu kuch bhi ho bus sarkar per thop do ,kahi train hadaza,kahi pul hadsa ,kahi rape bus yahi kah do sarkar",Normal Speech
@smritta1 Abhi ap batao koun sa daram rape karna sikata hain?,Normal Speech
@_Mgkp @mehartweets baise hi hai kai si aurto ka rape krte waqt jai sri raam bolna  aur jo allah hu akbar bol ke jaan leta hai bo islam nahi hai,Normal Speech
@Afroz803232 @pradeep96640342 @jyotyshekhawat Allah ne bhi paigambar ki beti ko rape kiya hoga.,Normal Speech
"@kamaalrkhan Akshay ,imram ne teri beti ka rape kr diya kya jo tu ise deshdrohi bol rha h",Normal Speech
@GreatKrantikari @asaadowaisi @Swamy39 @DrPravinTogadia @AmitShah kyun Hitler ne kya NANI ka rape kiya thaa??,Normal Speech
@lZlOlJ6l5uuXyzR @ModiLeDubega are ek paigamabar 9 sal ki aysha ka rape kiyaa the use aaj hota to to tihard me hota,Normal Speech
@Voice_4_India @manakgupta tumhare jaise muslim hate ke chalte Kashmir me AFSPA ki aad me wala rape abduction jaise crime karte ho or puri army badnam hoti hai.,Normal Speech
"@shivaminsan007 Proof police k pass Hai tabhi to arrest Kiya Hai ,#HoneyPreet rapist gurmeet ram rahim k sabhi rape k bare Mai janti Hai",Normal Speech
@subhrabanerjee @Uff_meri_Ada @BhawalMengal @TarekFatah Har 3 min main india main larki ka rape hota hai phir in hi larkiyon say tum log paida hotay ho or india army join kartay ho or raw .,Hate Speech
@iamfaisal1_ @mohdmazharkh @Asma_Jahangir Ye fauji na houn toh hindu roz tumhare maan ka rape karein.madarchod kuttey ke bacho,Hate Speech
@pankaj2201 @DunyaNews Apni bahno ki hifazat kro jin ka roz rape hota hai phr dusro ki bahno ko garden main bulana😒😒,Normal Speech
"@Shubhpreet15 @News18India @awasthis Wo Sala chutiya rapist gurmeet dharm ki aad me ladkiyo ka rape karta Tha Sala ek no ka fatu ,tu #rapistgurmeet_ki_hinjdi_foz",Hate Speech
@RimshaMengalPK @htTweets @Chellaney Kashmir me kashmiri pandito ko marke aurto ka rape kia tha...bangal me bangali ko mara tha wo kon the? Aap ke dost?,Hate Speech
@DilliAajtaktv Kya hota ja raha hai hum logo kya rape Krne wale insaan nahi hote 😔 disgusting,Normal Speech
@yadavakhilesh Jo khud kahta hai ki rape krna koi bada gunaah nhi hai wo kya karega,Hate Speech
"@rkhuria @KPadmaRani1 simple hai-koi apna ghar redlight area mein banaega, khud racket chalaega tho rape hi tho dikhega na,,dhandha badaldo sabh theek hojayega😉🤣",Normal Speech
"@KanchanKaur69 @1WorldOfHuman @AnilAroraLdh @vikas1689 @DrGSingh05 @Dukhbirpagal @AryavrataSweden @sapnasandhu1981 @singh1harpreet @Chandrapida1 @YungBhujang @JattSanga @Delhi7Rajan @iamnewindian @rahultri1977 @jitinderp @TrueIndology @rbatra01 @PMuvacha @arvind291 Kanchan ji,  1947 Punjabi kom ke saath rape hue the,  isse sikh aur Hindu ki nazar se dekhna galat hain",Normal Speech
@narendramodi @myogiadityanath ladkiyo ke rape ho rahe hai or aap ladkiyo k liye koi kanoon nhi bana rahe ho.,Hate Speech
"Bahut harami log hai bhai,kisi injured ko thodi der dekh bhi liya to bolenge tried to rape her with naked eyes. Kitna sambhaloge..... https://t.co/sHvZtvRwyG",Hate Speech
@ndtv Tera bhai jo rape k dhara mai jail mai hai madarcho.d pehle uska jawaab de re madarcho.....d yeri behan ka koi rape krra th kya hota....,Hate Speech
@CalibriSince73 @charvaka2017 @khush_sahab @WarAhtisham @Rohitrkhan @secularindia2 @RT_Erdogan Jis country mein Cows safe aur humen ka murder free ho jhan chalti buses mein rapes hoty hon woh kya janein aurat  ke izzat kesy ke jati hai,Normal Speech
@narendramodi Ladkiyo ko humare yaha rape krne ka sadhan mana jata hai! Yeh bhool gae likhna sir ?,Hate Speech
@Shipreeta @ElviraRS_PC shivay ko trust tha om rape nahi kar sakta but om ko shivay ke lye jhoot nahi bola gya,Normal Speech
@narayansaitrust Nirdoshita k pure praman rehne pr bhi Bapuji ko abhi tak bail Kyu nhi di gayi jabki FIR me rape ka zikr tak nhi hai #MediaWillNotShowThis,Hate Speech
@vinaydesaibjp @iPankajShukla @DrRutvij @jitu_vaghani @vijayrupanibjp @narendramodi @BJP4Gujarat @byadavbjp Tum sare BJP wale mil kar mahilao ka rape karte ho aur empowerment ka gana gate ho. Sharm nahi aati tumko?,Hate Speech
@newsmakeinindia jiski wajah se 10lk log mare gay baltkar rape huye use kaise shradhanjali,Hate Speech
@bhaad_me_jao @tanmay_ayush @punk_hardik 2 din lagne h buss  anji ruk jana..😯  delhi to thag h Waise bhi kitne rape bhi ho rahe😒,Normal Speech
@Mirzaaquibbeg2 @avinash93527006 @manakgupta Mohabbat sahab se start hua tha rape ka jo sala apni beti ko bhi nhi chhodta tha...,Hate Speech
@NamanPatwa Bhai pe ek ladki ne rape case kr diya hai....jhutha,Normal Speech
"@narendramodi modi g kab tak humhari sister,wife,mother ka rape hota rahega.kuch karte kyu nahi hai aap log.plz is ladki ko insaaf dilwaiye https://t.co/5vXyEiZwaf",Normal Speech
@DasPrerit @UjjwalGorai1 india me to sar am movies me rape hoti hai be sharmo media se bhi pardha nahi  kartay,Hate Speech
@OfficeOfRG pahle apne gireban me jhanko pappu jahan rape hone ke bad neta Ji bolte the ladke hain galti ho jati hai wo aapke mitra the,Hate Speech
Sorry all of u sisters ye sarkar kabhi nahi chehegi ye wala niyam laagu ho kyunki 80% rape in leaders ke jaan pehchaan hi karte hai https://t.co/QW2bvIvqqN,Normal Speech
"@asaifi42 @AcharyaPramodk @digvijaya_28 ek patharbaj va petrol bam feknewale ko manavadhikar 10 lac ka muwavja , inaam de sakti hai to rape pidit ko kyo nahi, it means safed jhooth",Hate Speech
"@sardanarohit @ZeeNews U.P. mein rape aur Murder kab tak, Taal thok ke.",Normal Speech
Sir  Himachal pradesh me ek ldki k sath rape aur  murder hua....uske shrir k tukde kr diye gye...woh news aap apne channal me dikhao sir https://t.co/DRwGiQLKQA,Normal Speech
@narendramodi ha huwa to h jaghe jaghe gunda gardi mar peet hattiaye rape patrol 80 or aapka apna wikaas janta ko to bhikari bana diya aapne,Hate Speech
"@Alexpanwarg @aajtak 
Koshish ki.... Poori family ko dande or sariyo se maara meri choti 17 saal ki Behan ka rape karne ki koshish ki",Hate Speech
@narendramodi177 @narendramodi Sir chalti train m Muslim mahila ka rape ho jata hai aur rape kaun krta hai Desh ka sipahi... Ab kaha gyi aapki tasalli,Normal Speech
@Paramesh_777 @DubeyAbhay_ Wah rashan card banvane ke name par rape krne mms banane vale khud kajri babu par alligation hai aap me sab rapist hai aur chale sikhane,Hate Speech
@Ezidi2 khuda.ne.apne.bando.ko.aman.ka.paigam.lekar.bheja.hai.ya.rape.ka.lisens.dekar.,Normal Speech
@PhychicOracle @ilovemyselfmani Bas karo aab bude hai zyada rape bardashat nahin hoga,Normal Speech
@vinodkohade Koi paster rape kare toh church ko bhi band kar Dena chahiye as per your logic,Normal Speech
"@pankaj2201 @Anam_Alii @DunyaNews Pehle garden main ja kr dekho koi teri behn ka rape to nie kr raha,rapistan ke kutto.Pta nie tu bhi kisi gang rape se hi paida hua ha",Normal Speech
"@dibang @abpnewstv Janta ka palayan, rape murder nahi dikha jo hua galat hai but uske liye kaun zimedar hai army ki sachai kya kch bhi jante bus TRP badhao",Hate Speech
"@narendramodi @myogiadityanath Suadi,Qatar,Dubai k kanoon Jo rape k hai WO India mein lagu karlo aurte surakshit rahegi.ek bhi Rape nhi hoga",Normal Speech
@AshramRajkot @AsaramBapuJi Jhuthe rape ko bhi ye breaking news bana kar dikhate hai,Hate Speech
Baal vivah to nitish sir aap roke rhe hai par rape rokne ki sapath kon lega,Normal Speech
@TarekFatah Tu Bach Gaya Hindu rape karta hai to Teri bolti band Hoti hai wah saale wah,Normal Speech
@rsprasad  kuch toh kariye jaab humhari behne maa ka rape ho raha hai mara ja raha hai.kya galti thi is15 saal ki ladki ki.lachaar bana diya https://t.co/KrxObAmeDx,Normal Speech
@RealArfaKhan Tera desh aatanki se bhara hai. Asal rape tum log kar rahe ho. You bitch khud bhi waisi hai dusro ko waisa samaj rahi hai,Hate Speech
"Yogi,  yeh UP mein kya ho raha hai ? Aap pooja-paath mein magan hain hain aur UP mein police Waals betiyon ko rape karne  ki koshish mein lagen hain ! https://t.co/RA2g5zTgQ4",Normal Speech
@muntazira106 @NewPakistan2020 @MichaelKugelman Bomb fodna jayej h Islam Mai . Logo ko marna jayej h rape karna jayej h sab jayej hi h,Hate Speech
"@raghav741 @sidd_heart @sdsharmapune Tum konsa #HoneyPreet ka statement de rahe ho , tum bhi to jhut bol rahe ho , #HoneyPreet rapist gurmeet k sabhi rape me bhagidar hai",Normal Speech
Hanipreet ko dekhkar aisa lagta hai ki baba par bhi rape ka case jhutha laga diya hai,Normal Speech
@GanpatRai @BBCHindi fauj wale bhagwan to hote nahi hai ki unse koi gunah na hoa.saboot dakh lo ek ladki ko train ki bogi me khech ke rape kiya. https://t.co/pX36dZIlPb,Hate Speech
@Rahul88045565 fat toh teri maata ki tabhi fat gayi jab teri maata ko rape karke tere ko bahar nikaala,Normal Speech
@Ankush332 jitne bhi atanwadi pakde gaye h na wo sub hindu h ek bhi muslim nhi or jo bhuchadkhane chala rahe h na wo bi hindu h or rape baba,Hate Speech
Ye video rajasthan ke batai ja rahi h  yahan par na baligh bachyon ko utha kar rape kar k wapis ghar par chod jatay in zalimon k saza dilao https://t.co/VWTDn4dT6S,Hate Speech
Kitne rape hue kiski sarkaar me ye ginnane ki zarurat nahi hai koi world record nahi banana hai. https://t.co/yWQtECEwdE,Normal Speech
@_garrywalia @pankhuripathak @SanjayAzadSln @AAPUttarPradesh @MediaCellSP @samajwadiparty @khushsundar @BJP4India @juhiesingh @yadavakhilesh @myogiadityanath ye log mandir me hi q jakar rape krte kaya bi sabse safe jagha hai jab dekho mandir me hi rape ho raha kaya ye hindu dhram hai???,Normal Speech
@News18India @awasthis Media kya jane ruhani duniya ko isko to rape k bina kuchh dikhta hi nai,Hate Speech
@messageharish Aur nyayalay ne bhi aisa mana ki rape k 90% case jhoote nikal rahe hai https://t.co/zM4VShzpAG,Normal Speech
@PMOIndia Sir is se pahle rape free kijiye..choti choti nanhi angels k rape ho rhe h ...ise swachh karne ki zarurat he..Kathor saja honi chahiye,Normal Speech
@messageharish Court ne dekha isiliye abhi tak doshi nahi mana. Lekin media ne yahi bataya ki rape ki pushti ho gayi hai aur sabhi log uski bat man gaye,Normal Speech
#MediaWillNotShowThis raju chandak ki pre planning #Bapuji ko jhute rape case mein fasane ki,Normal Speech
@reenusoni18 @UN_Water @Gurmeetramrahim Haan baat hai Reenu g kuch to baat hai tabhi rape kiya na. But vo baat negetive wali hai positive wali nahi. Aur followers to andhe hai,Normal Speech
@fahimtiaz @JuberMohammd @kamaalrkhan Hindu bhagwan ka naam le ke rape karte hai kya ??  Aur kya koi hindu unhe defend karta hai kya badi badi beard rakh ke ?,Hate Speech
@ZeeNewsHindi Mamta bannerjee ka rape mat karna vo... iske lyk nahi hai...shemale..,Hate Speech
@Deepak98208 Kaun sa Hindu baccho ka rape karta hai chutiye,Normal Speech
WANDE MATARAM se nafrat karne walo ko HUJJ SUBSIDY lete dekha hae  https://t.co/2FQgo2MqF2,Hate Speech
@MohammedShahaz3 @Mitalishah121 Abe bhai kya keh re ho soch to lo bhai yogi g ne kb rape kiya haa..???  Galat baat ni jo fact h vo bolo n ki kuch bhi bol doge,Normal Speech
@AnilVegomega @nad_iim @trehan_barkha @ANI_news Rape karoge bigdi beti hai to... Ye seekh hai nagpur se app logo ko,Normal Speech
@ndtv KYA Roopa gangguly ke sath rooj he rape hota he,Normal Speech
@NurKhairDe So much hatred?. But dont worry teri aukaat uske jute chaatne ki bhi nahi hai,Hate Speech
Shimla gang rape me 2 aaropi pakde gye jinka aaj medical krwaya hai to jo pakde hai woh kaun hai?? Aakhir ye himchal mei chl kya rha h???,Normal Speech
@BurhanTaalib @iamsrk_brk @OfficeOfRG Bhai anti Romeo squad phle hi din banaya gaya.aur Mulayam singh yadav ne kaha tha Ladake rape karte hai to kya hua galti se karte hai😂,Hate Speech
@KameeniChhori Aise logo ke wajah se he pyaar se he nafrat hogai hai aur phir trust issues,Normal Speech
@MohammedShahaz3 @Mitalishah121 Pndavo ne rape ni kiya tha maa k khne pr vivah kiya tha na ki 30 din fatima ko bhokha pyasa rkha tha... @,Normal Speech
@amarujalakavya @rahatindori sabhi ka khoon  what nonesense ye des hindustan h is des me videsi akar base inhone atank bhar diya or isko loot liya nafrat ka beej bo diya,Normal Speech
@Mitalishah121 Bulbul ji Aashiq Tera Hi aap ke saath Kisi Musalman Ne kar Dari ki hai kya Yeh gaddari nahi hai sali rape karte hain Musalman ki tokri hai,Hate Speech
@shazbkhanzdaGEO I hate Nawaz shareef! magar Ajj kal panama case ma ak khilaf nahi..sab kay khatay khlne chaye.kis k pas kaha sa paisa aya! sab k liye JIT ho,Hate Speech
@SwetaSinghAT @rahulkanwal apko bhi pata hai rape victims ko insaf nhi milta hai aur baat choti states ki ho toh best anchors bh chup rhte h,Normal Speech
"@tavleen_singh Kashmir se kashmiri pandito k saath rape krenge, unhe mar k apni hi jagah se bhagne pr majbur kr denge",Hate Speech
@ANKITBHARDWAJ01 @AntiProudPaki @IndiainPakistan Mari ukaaat ki baat karta ha kisi madchod ki ulad phele apne wahan k halat theek kr har 15 mnt ma aik larki ka rape hota,Hate Speech
@aartic02 😀ye dropdi ji 15 din mai rape ki garenty de rahi hai..lagta hai inho ne hi koi contract le rakha hai..nari k sammn wale kha h @richaanirudh,Hate Speech
@geonews_urdu Ye choro.USA main rape ki tadad main shaded izafa.Jamhori log women ki Izzat nahi karty.Aasma an tum khamosh kiun.Wo Dosri bhi  khamosh kiun,Normal Speech
#CleanChitToAsaramBapuji his tarah Salman ne Hiran Ko nahi mara that usi tarah Asaram ne rape nahi Kiya tha,Hate Speech
@Jaiiihinddd @BattleOfPeace @ANI_news Rape karnewale koi aur nahi Roopa k paapi bhai hai....she send them.....Cheap Woman/Aurat,Hate Speech
@ravishndtv hello sir please Himachal shimla rape and murder case bhi dikaho Apne news channel par koi bhi BADA news channel nhi dikha raha,Normal Speech
@hassaniqb @ARYAN_998 @Bilal_Amin_pak @defencepk As if Islamic Nation Pakistan mein rape hote hi nahi hai😂😂😂😂😂 https://t.co/ZiobWTydXv,Normal Speech
@T2Kapoor @iamranawat Delhi gang rape K kamino ko Abhi tk jinda rkha h aur ek ko to sudhar Kendra bhej diya.. Aur aanand pal ko farji encounter kra,Normal Speech
@GovtOfPunjab Mama ke dabre se bahir a gaye ho kya baat ha.chote bacha ka rape howa tha qasoor me baad me pata chala ke tum b un ke sath the.ye ha hidmat,Hate Speech
@Parth_urlove @viky440 @ZaidZamanHamid go drink cow urine tum log isi qabil ho or apni maa behen ka rape karo.... dont foget 1965 ma lahore nashta karny ay thy phr kesy bhagy thy,Hate Speech
"Adibasi 4 Mahila rape hua kuch samaj birodi k haat, adbasi sab gusse may saher may aakr gussa dikhaya, plz coverge kigiye, Raiganj, 733134",Normal Speech
@BJP4India @PmNarenda @narendramodi @PMOIndia @vijayrupanibjp @anandibenpatel @jitu_vaghani @PRupala himachal  Pradesh K Kotkhai  m Kuch dino pehle Ek gudiya ka rape  hua aur  use  berhami se mar diya gya phir police  me janch ki lekin wo,Normal Speech
@Narendermodi_PM Humaare Hindustan k logo KO pakistaaniyo se bdlaa chahiye Jo apne hi desh me 15 saal ki ladki k saath rape kar k use jaan se maar diya gya,Hate Speech
@Sonali52966538 @SrBachchan Nabalik bachiyo ka rape karne wale ki khabar nahi dikhayi to itna bura kyu lag raha hai.tumhari betiya ghar me safe hai.. Hamare mahan saint,Normal Speech
@myogiadityanath Kas yisi tarah udh astar pe rape aur dacaiti Ko v rok lete and murder ko,Normal Speech
@arpitadesai3 Y the hate towards them though?!? Kya bighaada unhone tumhaara?!? 😀😀😀 #JaggaJasoos,Normal Speech
@_P9T_ @laamigos1 @FcMandhana @iramizraja Tri maa ka rape kea tha pakistanio nay haram k pilloon. Himmat tm kutto ma hti nae.. aao LOC py maa bhen tmki na bhagaie to khna haramzaday,Hate Speech
@BJPLucknowBJP @dhiruvach Terrorism mai bhi interns hote hai??,Normal Speech
@ravishndtv ravishjii.himachal ke shimla mein ek ladki ke sath rape ki ghatna hui hai please ap use apne program mein dikhaiye please.,Normal Speech
@BaghdadiKaBaap @BBCWorld @BBCNews Abhi bhi tm logo ka english se purana love chal raha tm chahte ho k wo ake phr se tm logo ka rape kre baqi bhi english mai cnvrt ho .,Normal Speech
@NarenderaModi_ Sir me himachal predesh se hu sir agr apne social media  me  dekha hoga ki himachal k kotkhai me 10th ki student ki rape k baad nirmum htya,Normal Speech
grammar nazi aye,Normal Speech
@bharat_waale @PMOIndia Haan toh jagiye na from Indians aap dhamki dete rahenge aur won rape krke nikal gye apne amarnath yatriyon ka,Hate Speech
@BrightDays19 Bjp ka haal itna bura hoga ki ye khi k nhi rahenge har chiz k bhooke hn. Koi rape karwata koi taskari koi corruption koi dange,Hate Speech
@Braju33 @News18India @narendramodi Ab to Aap ye bhi bologe ki rape or atnk failane walon ke sath bhi Modi ki sehmti hai warna unki Kya himt,Normal Speech
@dharmendra8055 @knkinjal Yeh toh aisi lag rahi jaise yehi kar de rape.....,Normal Speech
@KhanZeeshan200 @aryanshobit22 @SuhailGohar @defencepk Tumhari army  ne Kya kiya Bangladesh me. 600000 majloom aurato ka rape .,Hate Speech
@AcharyaPramodk @digvijaya_28 Ye hamaaara hi kiyaa huwa h acharya Ji. Agr hamaari army wanha Julm naa karti unki betiyo kaa rape na karti unko maarti nhi to ye ab na hota,Normal Speech
"@Beghairath @Shreejiom @ektaahuja28 @TruthRoars @Bapumerepyare @Ritu143T @s_patel19 @AsaramBapuJi @Ruchibajaj4 @Gravikan @jyotigambhir1 @trueaum @sapna_panda Pahle sabut-sach ko janiye, parakhiye fir boliye,FIR dekhiye ,police ke statements dekhiye,FIR me rape ka jikra nahi aur aarop jhuthe hai",Normal Speech
@imbhandarkar @OfficeOfRG Chinta kt kro beta madhur  tmko tmri bhakti ke lie rajya sabha mn entry mil jaegi bo bhi rape ke aarop lge hone ke baad bhi..,Normal Speech
@iam_mikram Abhi to ap sab patwarion ki shalwarain b utaray ga... sahi zaleel ho rhy hain Patwari and  khoon League deserve  this,Hate Speech
@narendramodi Sir gau humare liye bht imp hai pr kya humare desh ki ladkiyan nahi hai??aaye din rape ho rahe hai hum kuch nahi kr rahe,Normal Speech
