hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,454,2016,October,41,6,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,21-10-15
City Hotel,0,4,2016,February,10,28,2,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,80.2,0,0,Check-Out,05-03-16
Resort Hotel,1,216,2016,June,27,27,3,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,177.0,,0,Transient,67.0,0,1,Canceled,24-11-15
Resort Hotel,0,2,2015,December,51,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,,0,Transient,38.0,0,0,Check-Out,17-12-15
City Hotel,1,129,2017,January,2,8,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,,,0,Transient,67.0,0,0,Canceled,21-10-16
Resort Hotel,0,0,2017,April,16,16,1,0,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,131.0,0,0,Check-Out,17-04-17
City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,06-01-16
Resort Hotel,0,82,2015,August,34,17,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0,Check-Out,21-08-15
City Hotel,0,0,2016,November,45,5,0,0,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,D,1,No Deposit,8.0,,0,Transient,0.0,0,1,Check-Out,05-11-16
Resort Hotel,0,10,2016,March,12,19,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,240.0,,0,Transient,71.33,0,1,Check-Out,22-03-16
City Hotel,1,102,2016,December,50,5,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,0,Canceled,15-10-16
City Hotel,0,1,2016,April,15,8,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,101.0,0,1,Check-Out,09-04-16
City Hotel,1,43,2016,May,20,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.4,0,0,Canceled,02-04-16
Resort Hotel,0,89,2015,September,39,20,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,110.43,0,0,Check-Out,04-10-15
City Hotel,0,41,2015,October,42,16,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.9,0,2,Check-Out,19-10-15
City Hotel,1,178,2016,September,37,9,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,135.0,0,0,Canceled,23-03-16
Resort Hotel,0,4,2017,June,23,9,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,78.0,0,0,Check-Out,16-06-17
City Hotel,0,56,2017,March,13,31,0,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,169.5,0,1,Check-Out,02-04-17
Resort Hotel,1,57,2015,July,27,2,0,3,1,0.0,0,BB,PRT,Direct,Direct,1,1,3,A,A,0,No Deposit,,,0,Transient,63.0,0,0,Canceled,14-06-15
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,21-08-15
Resort Hotel,0,110,2015,July,28,11,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,113.9,0,1,Check-Out,18-07-15
Resort Hotel,0,11,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,146.0,,0,Transient,45.0,0,0,Check-Out,04-05-17
City Hotel,0,316,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,110.0,0,0,Check-Out,29-05-16
City Hotel,0,252,2016,October,42,15,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,106.3,0,0,Check-Out,18-10-16
Resort Hotel,1,153,2017,June,25,21,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.0,0,0,Canceled,06-03-17
City Hotel,1,52,2016,October,44,23,2,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,145.24,0,0,Canceled,20-10-16
Resort Hotel,1,149,2015,December,49,5,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,38.0,,0,Transient,68.0,0,0,Canceled,19-11-15
City Hotel,0,51,2017,June,26,25,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,26-06-17
City Hotel,1,155,2017,June,25,19,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,127.8,0,1,Canceled,24-01-17
City Hotel,0,206,2017,June,23,9,1,2,1,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0,1,Check-Out,12-06-17
Resort Hotel,0,0,2015,July,27,1,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,107.0,0,0,Check-Out,03-07-15
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,47.0,0,0,Canceled,26-06-15
City Hotel,1,164,2016,August,32,1,1,4,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,0,0,Canceled,11-07-16
City Hotel,0,18,2015,September,38,13,2,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,110.43,0,0,Check-Out,20-09-15
City Hotel,0,10,2015,December,52,24,0,1,1,0.0,0,BB,MUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,2,Check-Out,25-12-15
Resort Hotel,1,124,2016,October,43,22,2,3,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,1,No Deposit,,,0,Transient-Party,65.0,0,0,Canceled,23-09-16
City Hotel,0,47,2016,April,16,16,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,85.5,0,0,Check-Out,21-04-16
City Hotel,1,9,2017,February,6,11,2,4,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,70.4,0,0,Canceled,02-02-17
City Hotel,1,102,2017,April,17,24,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,100.0,0,0,Canceled,18-01-17
City Hotel,0,173,2016,October,40,1,2,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,98.1,0,1,Check-Out,04-10-16
City Hotel,0,99,2016,March,13,24,0,3,2,0.0,0,SC,PER,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,85.5,0,0,Check-Out,27-03-16
City Hotel,1,104,2016,November,45,1,0,5,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,06-08-16
City Hotel,0,184,2017,May,21,25,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,138.9,0,1,Check-Out,28-05-17
City Hotel,0,118,2016,June,24,6,1,2,1,0.0,0,BB,SVN,Offline TA/TO,Corporate,0,0,0,A,D,0,No Deposit,191.0,,0,Transient-Party,110.0,0,0,Check-Out,09-06-16
City Hotel,0,101,2017,January,3,21,2,1,2,0.0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Check-Out,24-01-17
City Hotel,1,143,2017,May,18,4,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,151.0,,0,Transient,100.0,0,0,Canceled,12-12-16
City Hotel,0,0,2015,November,46,12,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,139.0,0,Transient,84.0,0,0,Check-Out,13-11-15
City Hotel,0,28,2017,August,33,14,1,2,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,160.0,0,0,Check-Out,17-08-17
City Hotel,1,60,2016,March,13,20,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,75.0,0,0,Canceled,22-01-16
City Hotel,0,353,2017,May,21,24,0,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,1,Check-Out,27-05-17
City Hotel,1,22,2015,October,42,13,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,10.0,,0,Transient,126.0,0,0,Canceled,25-09-15
City Hotel,0,0,2017,June,26,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87.0,,0,Transient-Party,120.0,0,0,Check-Out,29-06-17
City Hotel,1,114,2017,August,33,15,0,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0,0,Canceled,23-04-17
Resort Hotel,0,1,2015,October,41,4,1,0,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,82.0,1,1,Check-Out,05-10-15
City Hotel,0,72,2016,March,14,27,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,68.0,0,0,Check-Out,31-03-16
City Hotel,1,11,2017,March,11,13,1,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,254.0,,0,Transient-Party,105.0,0,0,Canceled,07-03-17
Resort Hotel,0,20,2016,March,12,16,0,2,1,0.0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,2,No Deposit,146.0,,0,Transient,31.0,1,0,Check-Out,18-03-16
City Hotel,1,226,2017,May,21,25,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,3,Canceled,04-12-16
City Hotel,1,168,2015,September,37,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Canceled,22-07-15
Resort Hotel,1,143,2016,April,18,24,2,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68.0,,0,Transient,84.0,0,0,Canceled,05-01-16
Resort Hotel,0,36,2015,November,47,20,0,2,1,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,A,A,1,No Deposit,38.0,,0,Transient-Party,48.0,0,0,Check-Out,22-11-15
City Hotel,1,135,2017,April,16,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,07-12-16
City Hotel,1,286,2016,October,44,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0,Canceled,20-09-16
City Hotel,0,180,2016,May,19,2,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,1,Check-Out,04-05-16
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0,0,Canceled,22-07-15
City Hotel,1,302,2016,September,38,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,70,Transient,100.0,0,0,Canceled,28-01-16
Resort Hotel,0,63,2017,February,5,4,4,10,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,39.84,0,1,Check-Out,18-02-17
City Hotel,0,190,2016,July,30,18,1,1,2,2.0,0,BB,LUX,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,177.3,1,2,Check-Out,20-07-16
Resort Hotel,0,42,2016,January,1,2,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,2.0,,0,Transient,28.1,0,0,Check-Out,16-01-16
City Hotel,0,0,2017,June,26,28,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,1,No Deposit,,,0,Transient,94.5,0,0,Check-Out,30-06-17
Resort Hotel,0,3,2017,January,2,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient-Party,39.0,0,0,Check-Out,15-01-17
Resort Hotel,1,16,2017,January,4,27,1,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,5,No Deposit,,,0,Transient-Party,35.0,0,0,Canceled,27-01-17
Resort Hotel,0,137,2016,June,23,1,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient,59.31,0,0,Check-Out,08-06-16
City Hotel,0,17,2016,March,12,17,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,,0,Transient-Party,80.0,0,1,Check-Out,19-03-16
Resort Hotel,0,8,2016,March,11,9,3,9,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,51.59,0,1,Check-Out,21-03-16
City Hotel,0,64,2016,December,53,25,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,83.61,1,2,Check-Out,29-12-16
City Hotel,1,272,2016,August,32,5,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,41,Transient,65.0,0,0,Canceled,18-12-15
Resort Hotel,0,0,2016,November,46,8,0,1,1,0.0,0,BB,,Direct,Direct,0,0,0,A,G,0,No Deposit,,,0,Transient,41.0,1,0,Check-Out,09-11-16
Resort Hotel,1,131,2016,October,42,9,2,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,48.0,0,0,Canceled,23-09-16
City Hotel,0,11,2016,June,23,1,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,141.95,0,2,Check-Out,03-06-16
City Hotel,0,5,2015,December,52,22,0,5,2,0.0,0,BB,ESP,Complementary,Direct,0,0,0,B,B,1,No Deposit,,,0,Transient,1.6,1,0,Check-Out,27-12-15
City Hotel,1,126,2017,April,16,21,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,2,Canceled,24-03-17
City Hotel,1,19,2015,October,41,6,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82.0,,0,Transient,80.0,0,0,Canceled,17-09-15
Resort Hotel,1,219,2017,June,24,15,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,84.6,0,1,Canceled,21-11-16
City Hotel,0,150,2017,June,26,30,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.05,1,0,Check-Out,02-07-17
Resort Hotel,1,102,2017,March,13,26,2,1,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,495.0,,0,Transient,39.33,0,0,Canceled,23-12-16
City Hotel,1,240,2016,October,43,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,15-03-16
Resort Hotel,0,29,2016,May,19,2,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,95.0,0,1,Check-Out,05-05-16
City Hotel,1,276,2016,May,20,13,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,160,Transient,61.0,0,0,Canceled,18-01-16
City Hotel,0,28,2017,January,4,24,0,5,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,67.58,0,1,Check-Out,29-01-17
City Hotel,1,168,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,43.0,0,Transient,140.0,0,0,Canceled,09-12-16
City Hotel,0,215,2016,November,48,21,1,1,1,0.0,0,BB,EST,Groups,Corporate,0,0,0,A,B,0,No Deposit,,233.0,0,Transient,75.0,0,0,Check-Out,23-11-16
City Hotel,0,31,2017,April,16,21,2,3,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,75.0,0,1,Check-Out,26-04-17
City Hotel,0,68,2016,May,21,19,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.71,0,1,Check-Out,20-05-16
Resort Hotel,1,151,2016,October,41,8,1,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,63.5,0,0,Canceled,27-05-16
City Hotel,0,0,2015,October,43,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Contract,155.0,0,2,Check-Out,20-10-15
City Hotel,1,40,2015,October,43,24,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,96.3,0,2,Canceled,03-10-15
City Hotel,0,268,2017,July,27,6,0,2,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,B,A,0,No Deposit,14.0,,0,Transient,106.4,0,0,Check-Out,08-07-17
City Hotel,0,7,2017,February,6,10,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,134.3,0,0,Check-Out,14-02-17
City Hotel,1,55,2017,March,9,2,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,0,Canceled,14-01-17
City Hotel,0,0,2017,January,2,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,163.0,0,Transient,50.0,0,1,Check-Out,13-01-17
City Hotel,0,299,2016,September,38,17,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,8.0,,0,Transient,100.3,0,0,Check-Out,24-09-16
City Hotel,1,2,2016,November,48,23,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,316.0,0,Transient,77.0,0,0,Canceled,23-11-16
City Hotel,1,59,2016,January,5,28,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,0.0,0,0,Canceled,20-01-16
City Hotel,1,55,2016,September,39,20,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,0,Canceled,27-07-16
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,18-01-16
City Hotel,1,5,2016,September,37,8,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.5,0,2,Canceled,03-09-16
Resort Hotel,1,139,2017,May,21,21,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,115.0,0,0,Canceled,02-01-17
City Hotel,1,0,2017,May,20,15,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,12.0,0,0,Canceled,15-05-17
City Hotel,1,92,2017,March,11,15,0,3,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,,,0,Transient,85.0,0,0,Canceled,13-12-16
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1,Check-Out,08-03-17
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0,0,Canceled,18-01-16
Resort Hotel,0,6,2017,January,4,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,26-01-17
City Hotel,0,122,2017,May,19,11,0,2,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,117.0,0,0,Check-Out,13-05-17
City Hotel,1,176,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,0,Transient,125.0,0,0,Canceled,23-11-15
City Hotel,0,151,2017,July,30,25,0,4,3,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,190.0,0,0,Check-Out,29-07-17
City Hotel,0,71,2016,November,45,3,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,3,Check-Out,06-11-16
City Hotel,1,240,2016,October,43,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,110.0,0,0,Canceled,15-03-16
City Hotel,0,0,2015,September,39,23,0,0,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,E,E,0,No Deposit,,,0,Transient,0.0,0,0,Check-Out,23-09-15
City Hotel,0,90,2017,April,16,17,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0,0,Check-Out,20-04-17
City Hotel,1,205,2017,March,11,16,0,3,2,0.0,0,SC,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,24-08-16
Resort Hotel,0,1,2016,February,6,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,1,No Deposit,,94.0,0,Transient,27.0,0,0,Check-Out,04-02-16
City Hotel,1,275,2016,October,41,5,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,20-06-16
City Hotel,1,64,2017,March,11,15,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Canceled,08-03-17
Resort Hotel,1,37,2017,May,18,2,0,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,132.0,0,0,Canceled,18-04-17
Resort Hotel,0,1,2017,January,3,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,94.0,,0,Transient,35.0,0,0,Check-Out,18-01-17
Resort Hotel,1,146,2017,August,33,14,2,5,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,310.0,0,1,Canceled,12-06-17
Resort Hotel,0,217,2016,July,29,12,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,90.0,0,1,Check-Out,18-07-16
Resort Hotel,1,161,2015,September,36,1,0,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,93.12,0,2,Canceled,01-07-15
City Hotel,0,17,2017,July,29,20,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423.0,,0,Transient,101.68,0,0,Check-Out,22-07-17
Resort Hotel,1,202,2016,March,13,20,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,40.11,0,1,Canceled,01-09-15
City Hotel,1,80,2016,September,38,12,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,168.3,0,0,Canceled,20-07-16
City Hotel,1,210,2017,June,25,19,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,154.0,,0,Transient,130.0,0,0,Canceled,24-01-17
City Hotel,0,1,2016,May,19,5,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,2,2,D,A,0,No Deposit,,45.0,0,Transient,0.0,0,3,Check-Out,06-05-16
City Hotel,0,17,2016,March,12,19,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,,0,Transient-Party,97.0,0,1,Check-Out,20-03-16
Resort Hotel,0,0,2016,January,4,19,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,372.0,0,Transient,39.0,1,0,Check-Out,20-01-16
City Hotel,0,23,2016,January,1,2,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,87.0,0,0,Check-Out,05-01-16
City Hotel,1,263,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,110.0,0,0,Canceled,09-03-16
Resort Hotel,0,46,2015,July,30,20,2,5,3,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,142.0,,0,Transient,129.45,0,1,Check-Out,27-07-15
Resort Hotel,1,57,2016,December,50,6,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,1,Canceled,15-10-16
